timestamp,source,sessionID,current_function,current_command,filename,parent_id,current_id,x,y,distance,direction,distance_moved,instruction_pointer,stack_pointer,frame_pointer,rax,rbx,rcx,rdx,rsi,call_depthobstructed?call_depth,response_time(ns)
20260723-001616,server,CLI-20260723-001616,handle_request()RECEIVED_MOVE,move, ,1,4,6.16171,5.38779,3.32885,3.12612,3.75,107458105924774,140723425549064,140723425549072,140723425549200,140723425549200,137103774703744,3,140723425550168,n/a,4, 
20260723-001616,server,CLI-20260723-001616,handle_request()RECEIVED_MOVE,move, ,1,5,2.81212,5.43962,0.75439,-2.45265,3.35,107458105924774,140723425549064,140723425549072,140723425549200,140723425549200,137103774703744,3,140723425550168,n/a,5, 
20260723-001616,server,CLI-20260723-001616,handle_request()RECEIVED_MOVE,move, ,1,6,2.19458,4.93104,6.54974,-0.290763,0.8,107458105924774,140723425549064,140723425549072,140723425549200,140723425549200,137103774703744,3,140723425550168,n/a,6, 
20260723-001616,server,CLI-20260723-001616,handle_request()RECEIVED_MOVE,move, ,1,7,8.46965,3.05327,2.72085,2.59262,6.55,107458105924774,140723425549064,140723425549072,140723425549200,140723425549200,137103774703744,3,140723425550168,n/a,7, 
20260723-001616,server,CLI-20260723-001616,handle_request()RECEIVED_MOVE,move, ,1,8,6.12373,4.48826,2.33495,1.6494,2.75,107458105924774,140723425549064,140723425549072,140723425549200,140723425549200,137103774703744,3,140723425550168,n/a,8, 
20260723-001616,server,CLI-20260723-001616,handle_request()RECEIVED_MOVE,move, ,1,9,5.9392,6.831,4.89613,-3.01922,2.35,107458105924774,140723425549064,140723425549072,140723425549200,140723425549200,137103774703744,3,140723425550168,n/a,9, 
20260723-001616,server,CLI-20260723-001616,handle_request()RECEIVED_MOVE,move, ,1,10,1.07584,6.23285,0.915981,2.3751,4.9,107458105924774,140723425549064,140723425549072,140723425549200,140723425549200,137103774703744,3,140723425550168,n/a,10, 
20260723-001616,server,CLI-20260723-001616,handle_request()RECEIVED_MOVE,move, ,1,11,0.391508,6.89178,1.96945,-0.155305,0.95,107458105924774,140723425549064,140723425549072,140723425549200,140723425549200,137103774703744,3,140723425550168,n/a,11, 
20260723-001634,server,CLI-20260723-001634,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,3.21638,0.246905,0,109741698972838,140729787481720,140729787481728,140729787481856,140729787481856,127212232237184,3,140729787482824,n/a,2, 
20260723-001634,server,CLI-20260723-001634,handle_request()RECEIVED_MOVE,move, ,1,3,3.15144,0.794313,2.02806,2.73642,3.25,109741698972838,140729787481720,140729787481728,140729787481856,140729787481856,127212232237184,3,140729787482824,n/a,3, 
20260723-001634,server,CLI-20260723-001634,handle_request()RECEIVED_MOVE,move, ,1,4,1.26742,1.60238,7.03202,1.43933,2.05,109741698972838,140729787481720,140729787481728,140729787481856,140729787481856,127212232237184,3,140729787482824,n/a,4, 
20260723-001634,server,CLI-20260723-001634,handle_request()RECEIVED_MOVE,move, ,1,5,2.19162,8.59154,1.52135,-0.611849,7.05,109741698972838,140729787481720,140729787481728,140729787481856,140729787481856,127212232237184,3,140729787482824,n/a,5, 
20260723-001634,server,CLI-20260723-001634,handle_request()RECEIVED_MOVE,move, ,1,6,3.46043,7.70125,3.76741,-1.94648,1.55,109741698972838,140729787481720,140729787481728,140729787481856,140729787481856,127212232237184,3,140729787482824,n/a,6, 
20260723-001634,server,CLI-20260723-001634,handle_request()RECEIVED_MOVE,move, ,1,7,2.06619,4.16627,0.806296,3.13708,3.8,109741698972838,140729787481720,140729787481728,140729787481856,140729787481856,127212232237184,3,140729787482824,n/a,7, 
20260723-001634,server,CLI-20260723-001634,handle_request()RECEIVED_MOVE,move, ,1,8,1.2162,4.1701,2.53635,-0.090219,0.85,109741698972838,140729787481720,140729787481728,140729787481856,140729787481856,127212232237184,3,140729787482824,n/a,8, 
20260723-001634,server,CLI-20260723-001634,handle_request()RECEIVED_MOVE,move, ,1,9,3.75583,3.94035,0.926599,-0.760434,2.55,109741698972838,140729787481720,140729787481728,140729787481856,140729787481856,127212232237184,3,140729787482824,n/a,9, 
20260723-001634,server,CLI-20260723-001634,handle_request()RECEIVED_MOVE,move, ,1,10,4.44414,3.28558,4.48578,2.94499,0.95,109741698972838,140729787481720,140729787481728,140729787481856,140729787481856,127212232237184,3,140729787482824,n/a,10, 
20260723-001634,server,CLI-20260723-001634,handle_request()RECEIVED_MOVE,move, ,1,11,0.0308322,4.16461,8.78345,0.017909,4.5,109741698972838,140729787481720,140729787481728,140729787481856,140729787481856,127212232237184,3,140729787482824,n/a,11, 
20260723-001650,server,CLI-20260723-001648,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,2.82808,0.597123,0,105956977556646,140727250785384,140727250785392,140727250785520,140727250785520,127850389299328,3,140727250786488,n/a,2, 
20260723-001650,server,CLI-20260723-001648,handle_request()RECEIVED_MOVE,move, ,1,3,2.35683,1.60246,1.8423,2.45225,2.85,105956977556646,140727250785384,140727250785392,140727250785520,140727250785520,127850389299328,3,140727250786488,n/a,3, 
20260723-001650,server,CLI-20260723-001648,handle_request()RECEIVED_MOVE,move, ,1,4,0.92925,2.77912,8.7759,0.143148,1.85,105956977556646,140727250785384,140727250785392,140727250785520,140727250785520,127850389299328,3,140727250786488,n/a,4, 
20260723-001650,server,CLI-20260723-001648,handle_request()RECEIVED_MOVE,move, ,1,5,9.63924,4.03452,6.90137,3.13188,8.8,105956977556646,140727250785384,140727250785392,140727250785520,140727250785520,127850389299328,3,140727250786488,n/a,5, 
20260723-001650,server,CLI-20260723-001648,handle_request()RECEIVED_MOVE,move, ,1,6,2.68957,4.10201,3.23666,-1.47529,6.95,105956977556646,140727250785384,140727250785392,140727250785520,140727250785520,127850389299328,3,140727250786488,n/a,6, 
20260723-001650,server,CLI-20260723-001648,handle_request()RECEIVED_MOVE,move, ,1,7,2.9995,0.86682,2.40831,2.09698,3.25,105956977556646,140727250785384,140727250785392,140727250785520,140727250785520,127850389299328,3,140727250786488,n/a,7, 
20260723-001650,server,CLI-20260723-001648,handle_request()RECEIVED_MOVE,move, ,1,8,1.76901,2.98541,0.166955,1.99242,2.45,105956977556646,140727250785384,140727250785392,140727250785520,140727250785520,127850389299328,3,140727250786488,n/a,8, 
20260723-001650,server,CLI-20260723-001648,handle_request()RECEIVED_MOVE,move, ,1,9,1.68716,3.16789,1.77566,-2.46907,0.2,105956977556646,140727250785384,140727250785392,140727250785520,140727250785520,127850389299328,3,140727250786488,n/a,9, 
20260723-001650,server,CLI-20260723-001648,handle_request()RECEIVED_MOVE,move, ,1,10,0.279114,2.04656,3.09378,0.843442,1.8,105956977556646,140727250785384,140727250785392,140727250785520,140727250785520,127850389299328,3,140727250786488,n/a,10, 
20260723-001650,server,CLI-20260723-001648,handle_request()RECEIVED_MOVE,move, ,1,11,2.34029,4.36206,1.42986,-0.480188,3.1,105956977556646,140727250785384,140727250785392,140727250785520,140727250785520,127850389299328,3,140727250786488,n/a,11, 
20260723-001707,server,CLI-20260723-001704,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,11.5782,0.861509,0,99330775260326,140735393833000,140735393833008,140735393833136,140735393833136,134786147016832,3,140735393834104,n/a,2, 
20260723-001707,server,CLI-20260723-001704,handle_request()RECEIVED_MOVE,move, ,1,3,7.555,8.80238,0.194562,-2.66882,11.6,99330775260326,140735393833000,140735393833008,140735393833136,140735393833136,134786147016832,3,140735393834104,n/a,3, 
20260723-001707,server,CLI-20260723-001704,handle_request()RECEIVED_MOVE,move, ,1,4,7.37694,8.71131,8.75852,-2.21109,0.2,99330775260326,140735393833000,140735393833008,140735393833136,140735393833136,134786147016832,3,140735393834104,n/a,4, 
20260723-001707,server,CLI-20260723-001704,handle_request()RECEIVED_MOVE,move, ,1,6,2.11953,1.65442,6.12534,0.758139,8.8,99330775260326,140735393833000,140735393833008,140735393833136,140735393833136,134786147016832,3,140735393834104,n/a,6, 
20260723-001707,server,CLI-20260723-001704,handle_request()RECEIVED_MOVE,move, ,1,7,6.58515,5.88299,0.420556,1.48638,6.15,99330775260326,140735393833000,140735393833008,140735393833136,140735393833136,134786147016832,3,140735393834104,n/a,7, 
20260723-001707,server,CLI-20260723-001704,handle_request()RECEIVED_MOVE,move, ,1,8,6.62309,6.33139,3.37538,1.98917,0.45,99330775260326,140735393833000,140735393833008,140735393833136,140735393833136,134786147016832,3,140735393834104,n/a,8, 
20260723-001707,server,CLI-20260723-001704,handle_request()RECEIVED_MOVE,move, ,1,9,5.24175,9.43814,0.403783,-1.92812,3.4,99330775260326,140735393833000,140735393833008,140735393833136,140735393833136,134786147016832,3,140735393834104,n/a,9, 
20260723-001707,server,CLI-20260723-001704,handle_request()RECEIVED_MOVE,move, ,1,10,5.08436,9.01656,1.67062,-0.411148,0.45,99330775260326,140735393833000,140735393833008,140735393833136,140735393833136,134786147016832,3,140735393834104,n/a,10, 
20260723-001707,server,CLI-20260723-001704,handle_request()RECEIVED_MOVE,move, ,1,11,6.64268,8.33714,0.075285,2.67397,1.7,99330775260326,140735393833000,140735393833008,140735393833136,140735393833136,134786147016832,3,140735393834104,n/a,11, 
20260723-001724,server,CLI-20260723-001721,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,11.1422,1.07209,0,93985903299750,140732918579000,140732918579008,140732918579136,140732918579136,130886734045312,3,140732918580104,n/a,2, 
20260723-001724,server,CLI-20260723-001721,handle_request()RECEIVED_MOVE,move, ,1,3,5.33292,9.79196,4.67381,-0.575584,11.15,93985903299750,140732918579000,140732918579008,140732918579136,140732918579136,130886734045312,3,140732918580104,n/a,3, 
20260723-001724,server,CLI-20260723-001721,handle_request()RECEIVED_MOVE,move, ,1,4,9.27563,7.23363,0.056069,-1.33886,4.7,93985903299750,140732918579000,140732918579008,140732918579136,140732918579136,130886734045312,3,140732918580104,n/a,4, 
20260723-001724,server,CLI-20260723-001721,handle_request()RECEIVED_MOVE,move, ,1,5,9.29862,7.13631,6.66029,-1.79887,0.1,93985903299750,140732918579000,140732918579008,140732918579136,140732918579136,130886734045312,3,140732918580104,n/a,5, 
20260723-001724,server,CLI-20260723-001721,handle_request()RECEIVED_MOVE,move, ,1,6,7.78376,0.60981,1.31769,0.097088,6.7,93985903299750,140732918579000,140732918579008,140732918579136,140732918579136,130886734045312,3,140732918580104,n/a,6, 
20260723-001724,server,CLI-20260723-001721,handle_request()RECEIVED_MOVE,move, ,1,7,9.1274,0.740673,3.02699,-2.98812,1.35,93985903299750,140732918579000,140732918579008,140732918579136,140732918579136,130886734045312,3,140732918580104,n/a,7, 
20260723-001724,server,CLI-20260723-001721,handle_request()RECEIVED_MOVE,move, ,1,8,6.11325,0.274425,2.95681,1.23373,3.05,93985903299750,140732918579000,140732918579008,140732918579136,140732918579136,130886734045312,3,140732918580104,n/a,8, 
20260723-001724,server,CLI-20260723-001721,handle_request()RECEIVED_MOVE,move, ,1,9,7.10541,3.10561,1.64348,-0.47032,3,93985903299750,140732918579000,140732918579008,140732918579136,140732918579136,130886734045312,3,140732918580104,n/a,9, 
20260723-001724,server,CLI-20260723-001721,handle_request()RECEIVED_MOVE,move, ,1,10,8.57626,2.35788,3.77551,2.18866,1.65,93985903299750,140732918579000,140732918579008,140732918579136,140732918579136,130886734045312,3,140732918580104,n/a,10, 
20260723-001724,server,CLI-20260723-001721,handle_request()RECEIVED_MOVE,move, ,1,11,6.37493,5.45532,3.74623,0.864952,3.8,93985903299750,140732918579000,140732918579008,140732918579136,140732918579136,130886734045312,3,140732918580104,n/a,11, 
20260723-001750,server,CLI-20260723-001750,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,3.50736,1.21862,0,94634149596326,140722439718920,140722439718928,140722439719056,140722439719056,126798527062144,3,140722439720024,n/a,2, 
20260723-001750,server,CLI-20260723-001750,handle_request()RECEIVED_MOVE,move, ,1,3,1.22453,3.33212,6.14361,0.267734,3.55,94634149596326,140722439718920,140722439718928,140722439719056,140722439719056,126798527062144,3,140722439720024,n/a,3, 
20260723-001750,server,CLI-20260723-001750,handle_request()RECEIVED_MOVE,move, ,1,4,7.15542,4.95908,6.33115,2.54367,6.15,94634149596326,140722439718920,140722439718928,140722439719056,140722439719056,126798527062144,3,140722439720024,n/a,4, 
20260723-001750,server,CLI-20260723-001750,handle_request()RECEIVED_MOVE,move, ,1,5,1.90709,8.53364,3.34705,-1.76293,6.35,94634149596326,140722439718920,140722439718928,140722439719056,140722439719056,126798527062144,3,140722439720024,n/a,5, 
20260723-001750,server,CLI-20260723-001750,handle_request()RECEIVED_MOVE,move, ,1,6,1.26741,5.24528,5.07514,1.12558,3.35,94634149596326,140722439718920,140722439718928,140722439719056,140722439719056,126798527062144,3,140722439720024,n/a,6, 
20260723-001750,server,CLI-20260723-001750,handle_request()RECEIVED_MOVE,move, ,1,7,3.46373,9.84813,2.07871,-0.240656,5.1,94634149596326,140722439718920,140722439718928,140722439719056,140722439719056,126798527062144,3,140722439720024,n/a,7, 
20260723-001750,server,CLI-20260723-001750,handle_request()RECEIVED_MOVE,move, ,1,9,5.50321,9.34761,1.2745,-3.0198,2.1,94634149596326,140722439718920,140722439718928,140722439719056,140722439719056,126798527062144,3,140722439720024,n/a,9, 
20260723-001750,server,CLI-20260723-001750,handle_request()RECEIVED_MOVE,move, ,1,10,4.21284,9.18968,3.03044,-3.01354,1.3,94634149596326,140722439718920,140722439718928,140722439719056,140722439719056,126798527062144,3,140722439720024,n/a,10, 
20260723-001750,server,CLI-20260723-001750,handle_request()RECEIVED_MOVE,move, ,1,11,1.18781,8.80019,0.433892,-1.18151,3.05,94634149596326,140722439718920,140722439718928,140722439719056,140722439719056,126798527062144,3,140722439720024,n/a,11, 
20260723-001846,server,CLI-20260723-001845,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,5.97998,1.35098,0,107045015571622,140732465186584,140732465186592,140732465186720,140732465186720,131813612314752,3,140732465187688,n/a,2, 
20260723-001846,server,CLI-20260723-001845,handle_request()RECEIVED_MOVE,move, ,1,4,1.30832,5.85562,1.57343,1.71205,6,107045015571622,140732465186584,140732465186592,140732465186720,140732465186720,131813612314752,3,140732465187688,n/a,4, 
20260723-001846,server,CLI-20260723-001845,handle_request()RECEIVED_MOVE,move, ,1,5,1.08307,7.43969,6.45425,-0.813227,1.6,107045015571622,140732465186584,140732465186592,140732465186720,140732465186720,131813612314752,3,140732465187688,n/a,5, 
20260723-001846,server,CLI-20260723-001845,handle_request()RECEIVED_MOVE,move, ,1,6,5.54959,2.71738,1.62781,2.89521,6.5,107045015571622,140732465186584,140732465186592,140732465186720,140732465186720,131813612314752,3,140732465187688,n/a,6, 
20260723-001846,server,CLI-20260723-001845,handle_request()RECEIVED_MOVE,move, ,1,7,3.94942,3.11981,4.08773,1.93647,1.65,107045015571622,140732465186584,140732465186592,140732465186720,140732465186720,131813612314752,3,140732465187688,n/a,7, 
20260723-001846,server,CLI-20260723-001845,handle_request()RECEIVED_MOVE,move, ,1,8,2.48334,6.94872,3.22119,1.87134,4.1,107045015571622,140732465186584,140732465186592,140732465186720,140732465186720,131813612314752,3,140732465187688,n/a,8, 
20260723-001846,server,CLI-20260723-001845,handle_request()RECEIVED_MOVE,move, ,1,9,1.52122,10.053,1.44115,-1.74926,3.25,107045015571622,140732465186584,140732465186592,140732465186720,140732465186720,131813612314752,3,140732465187688,n/a,9, 
20260723-001846,server,CLI-20260723-001845,handle_request()RECEIVED_MOVE,move, ,1,10,1.26382,8.62608,8.74426,-0.168009,1.45,107045015571622,140732465186584,140732465186592,140732465186720,140732465186720,131813612314752,3,140732465187688,n/a,10, 
20260723-001846,server,CLI-20260723-001845,handle_request()RECEIVED_MOVE,move, ,1,11,9.89061,7.1629,3.80849,-2.38349,8.75,107045015571622,140732465186584,140732465186592,140732465186720,140732465186720,131813612314752,3,140732465187688,n/a,11, 
20260723-001920,server,CLI-20260723-001920,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,7.28877,1.41111,0,110500105985190,140729051866968,140729051866976,140729051867104,140729051867104,124548184400000,3,140729051868072,n/a,2, 
20260723-001920,server,CLI-20260723-001920,handle_request()RECEIVED_MOVE,move, ,1,3,1.16077,7.20712,2.95206,-1.71227,7.3,110500105985190,140729051866968,140729051866976,140729051867104,140729051867104,124548184400000,3,140729051868072,n/a,3, 
20260723-001920,server,CLI-20260723-001920,handle_request()RECEIVED_MOVE,move, ,1,4,0.737751,4.2371,7.06748,-0.374046,3,110500105985190,140729051866968,140729051866976,140729051867104,140729051867104,124548184400000,3,140729051868072,n/a,4, 
20260723-001920,server,CLI-20260723-001920,handle_request()RECEIVED_MOVE,move, ,1,5,7.34683,1.64287,1.15753,0.813331,7.1,110500105985190,140729051866968,140729051866976,140729051867104,140729051867104,124548184400000,3,140729051868072,n/a,5, 
20260723-001920,server,CLI-20260723-001920,handle_request()RECEIVED_MOVE,move, ,1,8,8.17133,2.51476,6.66868,2.26299,1.2,110500105985190,140729051866968,140729051866976,140729051867104,140729051867104,124548184400000,3,140729051868072,n/a,8, 
20260723-001920,server,CLI-20260723-001920,handle_request()RECEIVED_MOVE,move, ,1,9,3.89519,7.67272,3.15643,-1.81568,6.7,110500105985190,140729051866968,140729051866976,140729051867104,140729051867104,124548184400000,3,140729051868072,n/a,9, 
20260723-001920,server,CLI-20260723-001920,handle_request()RECEIVED_MOVE,move, ,1,10,3.11936,4.5682,2.64851,-2.66995,3.2,110500105985190,140729051866968,140729051866976,140729051867104,140729051867104,124548184400000,3,140729051868072,n/a,10, 
20260723-001936,server,CLI-20260723-001934,handle_request()RECEIVED_MOVE,move, ,1,2,0,0,6.83777,1.17737,0,96321088695462,140725568026904,140725568026912,140725568027040,140725568027040,131185443987584,3,140725568028008,n/a,2, 
20260723-001936,server,CLI-20260723-001934,handle_request()RECEIVED_MOVE,move, ,1,3,2.62596,6.32668,1.11758,-2.09907,6.85,96321088695462,140725568026904,140725568026912,140725568027040,140725568027040,131185443987584,3,140725568028008,n/a,3, 
20260723-001936,server,CLI-20260723-001934,handle_request()RECEIVED_MOVE,move, ,1,4,2.04631,5.33345,1.90909,1.1855,1.15,96321088695462,140725568026904,140725568026912,140725568027040,140725568027040,131185443987584,3,140725568028008,n/a,4, 
20260723-001936,server,CLI-20260723-001934,handle_request()RECEIVED_MOVE,move, ,1,5,2.77919,7.14049,1.25261,-2.89114,1.95,96321088695462,140725568026904,140725568026912,140725568027040,140725568027040,131185443987584,3,140725568028008,n/a,5, 
